application_id,age,gender,marital_status,education,employment_type,annual_income,credit_score,existing_loans_count,loan_amount,loan_term_months,loan_purpose,region,application_date,approval_status,default_flag
LN102380,29,Male,Single,Not Graduate,Salaried,64100.0,549.0,3,20400.0,48,Home Improvement,South,2024-03-19,Rejected,
LN102644,41,Female,Single,Not Graduate,Business Owner,56500.0,622.0,1,12700.0,24,Education,West,2024-12-08,Rejected,
LN100760,28,Female,Divorced,Not Graduate,Self-Employed,76100.0,643.0,4,22800.0,84,Home Improvement,North,2023-07-22,Rejected,
LN100512,58,Male,Single,Not Graduate,Salaried,81000.0,692.0,0,40400.0,36,Debt Consolidation,North,2024-10-15,Approved,1
LN100037,58,Female,Single,Graduate,Business Owner,94900.0,771.0,4,35700.0,36,Debt Consolidation,Central,2024-09-13,Approved,0
LN102566,57,Male,Single,Graduate,Self-Employed,73200.0,810.0,2,39100.0,48,Home Improvement,South,2024-04-30,Approved,0
LN102692,61,Male,Married,Graduate,Business Owner,117600.0,646.0,4,38100.0,12,Education,South,2023-06-16,Rejected,
LN101470,61,Male,Married,Not Graduate,Salaried,43100.0,546.0,4,19400.0,36,Debt Consolidation,East,2023-09-17,Rejected,
LN100398,33,Male,Married,Post Graduate,Business Owner,58800.0,593.0,3,22000.0,60,Business,North,2024-05-26,Rejected,
LN101610,55,Male,Single,Post Graduate,Business Owner,109100.0,603.0,1,46900.0,36,Auto,South,2024-08-07,Rejected,
LN101257,45,Female,Married,Post Graduate,Salaried,104400.0,825.0,4,40000.0,12,Home Improvement,South,2024-04-20,Approved,0
LN101324,59,Male,Single,Graduate,Self-Employed,48600.0,689.0,4,16100.0,24,Debt Consolidation,North,2024-12-15,Rejected,
LN101600,34,Female,Single,Not Graduate,Salaried,46500.0,554.0,1,28300.0,36,Home Improvement,East,2024-07-12,Approved,0
LN101443,40,Female,Married,Graduate,Salaried,67800.0,646.0,1,16500.0,24,Business,North,2023-03-14,Approved,0
LN103045,60,Female,Single,Post Graduate,Salaried,92500.0,491.0,0,41400.0,60,Education,South,2023-12-13,Rejected,
LN102307,27,Male,Married,Graduate,Business Owner,61800.0,710.0,1,26000.0,36,Home Improvement,East,2024-05-29,Approved,0
LN100395,60,Female,Widowed,Not Graduate,Salaried,86100.0,548.0,4,29800.0,36,Business,West,2023-04-08,Approved,0
LN100094,61,Female,Married,Graduate,Self-Employed,63300.0,676.0,2,12100.0,48,Business,North,2023-07-04,Rejected,
LN100858,51,Male,Single,Graduate,Salaried,45600.0,623.0,4,10600.0,84,Medical,North,2023-10-18,Rejected,
LN101512,54,Female,Widowed,Graduate,Self-Employed,64600.0,672.0,4,36200.0,60,Business,South,2023-04-03,Approved,0
LN102668,24,Female,Married,Graduate,Salaried,72500.0,665.0,2,37100.0,36,Business,South,2023-09-30,Approved,0
LN101884,48,Female,Single,Graduate,Self-Employed,61300.0,580.0,2,20200.0,24,Medical,North,2024-06-04,Approved,0
LN101180,48,Male,Married,Graduate,Business Owner,55300.0,653.0,2,27800.0,12,Debt Consolidation,North,2023-05-12,Rejected,
LN101693,38,Female,Single,Graduate,Salaried,106000.0,712.0,3,32300.0,36,Debt Consolidation,Central,2023-06-02,Approved,0
LN100009,25,Female,Married,Not Graduate,Salaried,83500.0,641.0,3,22300.0,36,Auto,East,2024-04-12,Rejected,
LN103173,36,Female,Single,Post Graduate,Salaried,77200.0,651.0,2,14500.0,24,Debt Consolidation,East,2023-12-22,Rejected,
LN101039,58,Male,Single,Graduate,Business Owner,47600.0,510.0,0,27500.0,36,Business,South,2024-06-29,Rejected,
LN102821,58,Male,Married,Graduate,Salaried,64000.0,668.0,1,33300.0,24,Home Improvement,South,2024-08-29,Rejected,
LN102708,53,Female,Married,Not Graduate,Self-Employed,27000.0,640.0,4,14100.0,84,Home Improvement,South,2024-03-10,Rejected,
LN101104,34,Female,Married,Not Graduate,Self-Employed,45400.0,816.0,3,9500.0,12,Business,South,2024-05-17,Rejected,
LN100196,36,Female,Single,Not Graduate,Business Owner,15600.0,635.0,2,10000.0,48,Auto,West,2024-07-02,Rejected,
LN102244,52,Female,Widowed,Graduate,Salaried,43000.0,644.0,4,23000.0,24,Debt Consolidation,East,2023-12-25,Rejected,
LN100407,27,Male,Divorced,Not Graduate,Salaried,38300.0,703.0,4,12700.0,48,Auto,Central,2023-07-02,Rejected,
LN101584,49,Male,Single,Post Graduate,Self-Employed,62800.0,711.0,2,11500.0,60,Personal,South,2024-02-28,Rejected,
LN100661,54,Female,Single,Graduate,Salaried,620800.0,650.0,4,304500.0,36,Education,South,2023-11-28,Approved,0
LN100578,61,Male,Single,Not Graduate,Salaried,65400.0,688.0,1,40100.0,48,Home Improvement,Central,2023-02-16,Approved,0
LN102254,34,Female,Single,Not Graduate,Salaried,83200.0,714.0,0,50700.0,48,Business,North,2024-12-06,Approved,0
LN102361,54,Male,Married,Not Graduate,Salaried,55000.0,642.0,1,18900.0,36,Medical,West,2023-11-11,Approved,0
LN101206,44,Male,Married,Not Graduate,Self-Employed,51200.0,522.0,4,28100.0,24,Education,Central,2023-12-03,Rejected,
LN102453,42,Female,Married,Graduate,Salaried,41600.0,760.0,0,6400.0,24,Personal,South,2024-02-11,Rejected,
LN100317,53,Female,Married,Post Graduate,Self-Employed,39500.0,621.0,2,9300.0,24,Auto,Central,2023-09-14,Rejected,
LN101876,31,Female,Married,Post Graduate,Self-Employed,41500.0,650.0,0,17900.0,60,Business,South,2024-10-03,Approved,0
LN102441,21,Female,Single,Graduate,Business Owner,49400.0,764.0,3,14100.0,24,Personal,Central,2024-05-12,Rejected,
LN101782,22,Female,Married,Not Graduate,Business Owner,73500.0,549.0,0,31500.0,36,Education,Central,2023-02-06,Rejected,
LN101029,36,Male,Married,Graduate,Salaried,82200.0,695.0,3,19200.0,48,Business,North,2024-01-20,Approved,0
LN100770,50,Female,Single,Graduate,Business Owner,95200.0,704.0,1,19400.0,36,Business,North,2024-10-28,Rejected,
LN100983,50,Male,Divorced,Post Graduate,Salaried,88500.0,719.0,4,33800.0,48,Medical,East,2024-09-06,Approved,0
LN101448,54,Female,Married,Graduate,Salaried,84900.0,531.0,4,26200.0,12,Auto,West,2023-08-31,Rejected,
LN101164,44,Male,Married,Graduate,Salaried,54800.0,674.0,4,14800.0,48,Home Improvement,South,2023-10-23,Rejected,
LN100544,58,Male,Single,Graduate,Salaried,27700.0,629.0,4,15600.0,48,Personal,East,2023-12-01,Rejected,
LN101583,39,Male,Married,Post Graduate,Self-Employed,42600.0,722.0,2,25000.0,60,Education,West,2023-08-06,Approved,0
LN102020,34,Female,Married,Graduate,Self-Employed,92200.0,623.0,4,32300.0,48,Education,Central,2024-04-11,Approved,0
LN102750,32,Male,Divorced,Graduate,Business Owner,92500.0,794.0,1,23400.0,24,Personal,East,2023-02-24,Rejected,
LN100546,40,Male,Married,Not Graduate,Salaried,35800.0,801.0,4,12200.0,36,Education,South,2024-01-01,Approved,0
LN101351,38,Female,Married,Not Graduate,Salaried,68700.0,639.0,0,14300.0,60,Auto,East,2023-02-24,Approved,0
LN101238,34,Male,Single,Not Graduate,Self-Employed,46500.0,549.0,3,20900.0,24,Education,West,2023-12-29,Rejected,
LN101506,62,Male,Married,Not Graduate,Salaried,26500.0,750.0,4,6800.0,36,Debt Consolidation,South,2024-02-09,Approved,0
LN102180,52,Male,Widowed,Post Graduate,Salaried,65100.0,722.0,4,28900.0,24,Education,North,2024-12-06,Approved,0
LN102367,28,Male,Single,Graduate,Salaried,64100.0,583.0,0,38500.0,36,Home Improvement,South,2023-03-31,Approved,1
LN102867,28,Female,Single,Graduate,Business Owner,62500.0,704.0,2,30300.0,36,Medical,South,2024-11-24,Rejected,
LN100635,51,Male,Single,Graduate,Business Owner,88600.0,632.0,4,14700.0,36,Auto,Central,2023-04-20,Approved,0
LN101222,64,Male,Single,Graduate,Self-Employed,88500.0,546.0,0,28100.0,60,Personal,South,2024-04-11,Rejected,
LN100590,57,Male,Married,Not Graduate,Business Owner,94000.0,705.0,3,33200.0,60,Business,North,2023-11-08,Approved,0
LN101398,22,Male,Married,Not Graduate,Salaried,92100.0,552.0,2,28000.0,84,Debt Consolidation,West,2023-11-29,Rejected,
LN102384,29,Male,Single,Not Graduate,Self-Employed,46300.0,651.0,1,30100.0,36,Debt Consolidation,South,2023-06-29,Approved,0
LN102294,53,Female,Married,Graduate,Salaried,75800.0,576.0,4,23400.0,36,Medical,Central,2024-03-31,Rejected,
LN100108,42,Male,Married,Not Graduate,Salaried,75400.0,543.0,3,14000.0,24,Home Improvement,Central,2024-10-26,Rejected,
LN101779,51,Female,Widowed,Post Graduate,Business Owner,44000.0,649.0,4,15600.0,48,Home Improvement,West,2023-11-25,Rejected,
LN101179,22,Male,Married,Graduate,Salaried,56700.0,473.0,4,19200.0,48,Debt Consolidation,South,2023-10-20,Rejected,
LN100718,31,Female,Single,Not Graduate,Salaried,43500.0,734.0,0,9300.0,84,Debt Consolidation,West,2024-01-11,Rejected,
LN101611,27,Female,Married,Not Graduate,Self-Employed,61000.0,850.0,3,35900.0,24,Business,West,2024-03-06,Approved,0
LN102617,23,Male,Divorced,Not Graduate,Business Owner,29200.0,695.0,4,13300.0,24,Education,West,2024-04-14,Approved,0
LN102891,46,Male,Married,Graduate,Self-Employed,47500.0,731.0,4,23200.0,36,Auto,East,2024-11-05,Approved,0
LN101642,41,Female,Divorced,Post Graduate,Salaried,57400.0,521.0,0,16400.0,24,Personal,North,2023-11-04,Rejected,
LN101659,32,Male,Married,Graduate,Self-Employed,103300.0,625.0,0,17200.0,36,Home Improvement,East,2023-02-24,Approved,0
LN100993,40,Male,Single,Graduate,Salaried,50500.0,554.0,2,21100.0,36,Auto,North,2024-11-21,Rejected,
LN102777,61,Male,Single,Graduate,Salaried,68500.0,665.0,4,43600.0,36,Medical,North,2023-09-28,Rejected,
LN101881,32,Female,Divorced,Graduate,Self-Employed,59200.0,613.0,4,19400.0,24,Business,West,2023-08-19,Approved,0
LN100712,53,Male,Married,Not Graduate,Salaried,36100.0,639.0,0,9200.0,36,Business,West,2024-09-28,Rejected,
LN101634,39,Male,Married,Not Graduate,Salaried,82600.0,744.0,1,26600.0,36,Auto,North,2024-03-20,Approved,0
LN100287,46,Male,Married,Post Graduate,Business Owner,92100.0,737.0,3,16800.0,24,Medical,Central,2024-05-24,Approved,0
LN101140,60,Male,Married,Graduate,Self-Employed,97400.0,710.0,4,56400.0,24,Auto,Central,2024-09-25,Approved,0
LN101871,30,Female,Single,Post Graduate,Salaried,70000.0,582.0,0,40200.0,60,Auto,East,2023-08-19,Rejected,
LN101609,26,Male,Single,Graduate,Salaried,76600.0,593.0,2,20600.0,60,Home Improvement,North,2024-01-05,Rejected,
LN101732,52,Male,Married,Post Graduate,Self-Employed,82700.0,718.0,0,49900.0,48,Home Improvement,West,2023-03-21,Rejected,
LN101905,32,Female,Married,Not Graduate,Business Owner,68400.0,753.0,3,41500.0,36,Home Improvement,West,2023-09-07,Rejected,
LN102836,64,Female,Married,Graduate,Business Owner,32100.0,520.0,0,6700.0,60,Debt Consolidation,South,2024-10-04,Rejected,
LN102369,28,Male,Single,Post Graduate,Business Owner,79300.0,736.0,0,22600.0,12,Debt Consolidation,South,2024-03-07,Approved,0
LN101376,64,Female,Married,Post Graduate,Self-Employed,106000.0,744.0,3,62800.0,12,Medical,North,2024-02-08,Approved,0
LN102863,48,Male,Divorced,Graduate,Salaried,63300.0,850.0,1,18100.0,24,Auto,Central,2023-01-25,Approved,0
LN100744,56,Female,Married,Not Graduate,Salaried,56600.0,619.0,2,8900.0,36,Auto,West,2024-03-19,Rejected,
LN101297,51,Male,Married,Post Graduate,Salaried,84100.0,742.0,4,50500.0,36,Debt Consolidation,West,2024-05-03,Approved,1
LN102840,40,Male,Single,Not Graduate,Self-Employed,91200.0,617.0,0,14400.0,48,Business,South,2023-08-22,Rejected,
LN100991,45,Male,Married,Graduate,Salaried,71800.0,757.0,4,34300.0,48,Personal,North,2024-08-04,Approved,0
LN100200,37,Female,Single,Graduate,Business Owner,38300.0,843.0,3,10100.0,24,Auto,South,2024-01-03,Approved,0
LN102063,53,Female,Single,Graduate,Salaried,59500.0,652.0,3,10200.0,36,Home Improvement,West,2024-03-10,Approved,0
LN101651,21,Female,Single,Post Graduate,Salaried,58300.0,701.0,2,30200.0,48,Medical,South,2024-08-18,Rejected,
LN103082,33,Female,Single,Graduate,Business Owner,63400.0,614.0,1,28100.0,36,Home Improvement,East,2023-10-28,Rejected,
LN101051,37,Female,Divorced,Not Graduate,Salaried,37000.0,661.0,3,16300.0,12,Business,South,2023-09-11,Rejected,
LN102496,57,Female,Married,Graduate,Salaried,71000.0,590.0,1,32500.0,24,Debt Consolidation,West,2023-07-14,Rejected,
LN101873,63,Male,Married,Graduate,Salaried,43100.0,569.0,2,18500.0,48,Auto,West,2023-01-01,Rejected,
LN100525,34,Male,Single,Post Graduate,Salaried,69400.0,666.0,2,18800.0,36,Medical,South,2023-07-18,Approved,0
LN101523,27,Female,Single,Not Graduate,Salaried,19300.0,815.0,0,11900.0,84,Personal,North,2024-05-22,Approved,0
LN102915,40,Male,Single,Post Graduate,Salaried,85100.0,615.0,4,26100.0,24,Debt Consolidation,Central,2023-03-12,Rejected,
LN102268,26,Female,Married,Not Graduate,Salaried,60700.0,773.0,0,16200.0,48,Debt Consolidation,Central,2023-05-06,Approved,0
LN100807,25,Male,Married,Not Graduate,Business Owner,50900.0,760.0,0,17500.0,48,Debt Consolidation,North,2024-12-05,Approved,0
LN100506,44,Female,Widowed,Not Graduate,Self-Employed,19700.0,608.0,4,3200.0,36,Auto,North,2023-10-28,Rejected,
LN100479,25,Male,Married,Post Graduate,Salaried,102300.0,480.0,3,26100.0,24,Business,North,2023-12-02,Rejected,
LN100687,47,Female,Single,Graduate,Salaried,70200.0,534.0,1,16000.0,48,Business,East,2023-09-10,Rejected,
LN101321,33,Male,Single,Graduate,Self-Employed,98200.0,724.0,2,54500.0,48,Business,South,2024-06-10,Approved,0
LN101431,29,Male,Married,Graduate,Business Owner,59200.0,715.0,2,19400.0,24,Education,North,2024-05-03,Approved,1
LN100396,23,Male,Married,Not Graduate,Salaried,52400.0,683.0,4,8000.0,84,Personal,South,2024-11-26,Rejected,
LN102806,33,Female,Married,Graduate,Business Owner,66400.0,839.0,3,36800.0,36,Personal,Central,2024-03-07,Approved,0
LN101549,21,Male,Married,Graduate,Salaried,81400.0,647.0,0,39200.0,60,Auto,Central,2023-05-01,Rejected,
LN101699,64,Male,Married,Graduate,Salaried,30600.0,480.0,1,16000.0,36,Auto,Central,2023-07-30,Rejected,
LN100492,54,Female,Divorced,Graduate,Salaried,32000.0,720.0,3,5800.0,24,Medical,North,2023-12-31,Rejected,
LN101102,62,Male,Single,Graduate,Business Owner,82700.0,507.0,0,36200.0,12,Medical,West,2023-07-24,Rejected,
LN101428,33,Female,Married,Not Graduate,Salaried,87300.0,604.0,1,31700.0,24,Business,South,2024-06-14,Rejected,
LN100891,52,Male,Single,Not Graduate,Salaried,31200.0,670.0,0,9400.0,24,Personal,North,2023-04-04,Rejected,
LN100602,54,Male,Married,Graduate,Business Owner,60400.0,704.0,0,13600.0,48,Debt Consolidation,South,2024-02-17,Rejected,
LN100240,27,Male,Single,Graduate,Salaried,652000.0,631.0,3,175800.0,24,Home Improvement,Central,2023-01-05,Rejected,
LN100897,23,Male,Divorced,Graduate,Salaried,78200.0,708.0,3,24200.0,36,Business,West,2024-05-16,Approved,0
LN101078,39,Female,Married,Graduate,Self-Employed,86400.0,570.0,0,21200.0,36,Medical,West,2023-04-01,Rejected,
LN100877,54,Male,Married,Not Graduate,Salaried,94200.0,704.0,1,23600.0,48,Medical,Central,2023-03-10,Approved,0
LN100448,44,Male,Single,Graduate,Salaried,35200.0,627.0,4,19500.0,24,Education,South,2024-10-11,Rejected,
LN102161,31,Male,Single,Not Graduate,Salaried,89700.0,573.0,0,56000.0,60,Auto,South,2024-11-17,Approved,0
LN102614,25,Female,Married,Not Graduate,Self-Employed,60900.0,572.0,0,12800.0,36,Debt Consolidation,West,2023-07-01,Rejected,
LN100013,55,Male,Divorced,Graduate,Salaried,69800.0,673.0,0,40700.0,48,Business,North,2024-03-11,Approved,0
LN103146,49,Female,Divorced,Graduate,Salaried,41900.0,632.0,0,23900.0,24,Business,Central,2024-01-18,Rejected,
LN101197,65,Male,Married,Graduate,Salaried,68000.0,600.0,2,29200.0,48,Business,Central,2024-06-18,Rejected,
LN102252,31,Male,Single,Post Graduate,Salaried,63600.0,589.0,0,12900.0,24,Debt Consolidation,North,2023-08-15,Approved,1
LN101251,39,Female,Married,Graduate,Business Owner,62800.0,704.0,3,24900.0,48,Auto,North,2024-01-03,Rejected,
LN102748,39,Female,Single,Graduate,Salaried,37200.0,704.0,1,14800.0,48,Education,North,2023-03-22,Rejected,
LN102021,50,Male,Divorced,Graduate,Self-Employed,69300.0,523.0,2,18400.0,84,Medical,South,2023-05-27,Rejected,
LN100376,54,Female,Single,Not Graduate,Salaried,61400.0,662.0,4,15900.0,60,Auto,North,2024-05-24,Rejected,
LN102694,63,Female,Divorced,Not Graduate,Salaried,82000.0,591.0,3,43700.0,12,Personal,North,2023-05-01,Rejected,
LN100263,62,Female,Single,Post Graduate,Salaried,70200.0,685.0,1,11600.0,36,Medical,South,2024-03-19,Approved,0
LN100615,49,Male,Married,Not Graduate,Business Owner,81500.0,646.0,0,46000.0,60,Medical,East,2024-10-02,Approved,0
LN100857,23,Male,Married,Post Graduate,Business Owner,77800.0,711.0,1,39500.0,84,Auto,East,2023-08-14,Approved,0
LN100503,60,Female,Single,Not Graduate,Self-Employed,42500.0,715.0,3,22800.0,48,Auto,West,2023-02-26,Rejected,
LN100057,27,Male,Married,Graduate,Salaried,95200.0,638.0,1,30400.0,12,Debt Consolidation,East,2024-11-29,Approved,0
LN100046,41,Male,Single,Not Graduate,Salaried,22300.0,639.0,0,11900.0,36,Auto,South,2023-10-17,Approved,0
LN101550,33,Male,Married,Post Graduate,Business Owner,100200.0,696.0,2,32200.0,48,Auto,East,2024-09-09,Approved,0
LN102433,35,Female,Single,Graduate,Salaried,63300.0,707.0,4,23500.0,60,Home Improvement,West,2023-11-14,Approved,0
LN100266,41,Female,Married,Post Graduate,Self-Employed,132100.0,671.0,1,67300.0,36,Debt Consolidation,West,2024-10-10,Approved,0
LN101593,21,Female,Single,Not Graduate,Salaried,68800.0,669.0,2,41200.0,84,Home Improvement,North,2023-08-29,Approved,0
LN102846,59,Male,Single,Not Graduate,Salaried,72100.0,631.0,0,41100.0,36,Auto,South,2024-01-30,Approved,0
LN101135,23,Female,Married,Not Graduate,Self-Employed,85000.0,443.0,4,42200.0,48,Debt Consolidation,South,2023-11-02,Rejected,
LN100232,21,Female,Single,Post Graduate,Business Owner,66100.0,669.0,1,11600.0,48,Medical,East,2023-12-24,Approved,0
LN102612,29,Female,Single,Post Graduate,Self-Employed,82900.0,696.0,1,28800.0,24,Debt Consolidation,South,2023-10-29,Approved,0
LN102765,45,Male,Divorced,Graduate,Salaried,61700.0,612.0,3,29000.0,36,Education,East,2023-10-15,Approved,0
LN102077,40,Female,Single,Graduate,Salaried,59800.0,638.0,2,30500.0,60,Medical,East,2024-07-10,Approved,0
LN101763,48,Female,Divorced,Graduate,Business Owner,35100.0,636.0,4,5400.0,36,Home Improvement,West,2024-04-11,Approved,0
LN101417,40,Male,Married,Not Graduate,Self-Employed,93900.0,788.0,0,24900.0,48,Home Improvement,North,2024-08-15,Approved,0
LN101252,24,Female,Divorced,Not Graduate,Self-Employed,63500.0,691.0,2,19400.0,24,Home Improvement,South,2023-02-25,Rejected,
LN101286,61,Male,Married,Post Graduate,Salaried,49100.0,693.0,2,22400.0,60,Home Improvement,North,2024-11-13,Approved,0
LN101210,49,Male,Married,Post Graduate,Self-Employed,73500.0,655.0,2,15800.0,36,Education,East,2023-10-28,Rejected,
LN101705,59,Male,Single,Graduate,Business Owner,90800.0,675.0,1,26500.0,60,Personal,West,2024-09-06,Rejected,
LN101163,44,Male,Single,Not Graduate,Salaried,49700.0,546.0,0,14100.0,48,Auto,North,2023-10-15,Rejected,
LN100785,47,Female,Widowed,Graduate,Salaried,42700.0,770.0,2,7300.0,60,Business,South,2023-03-16,Rejected,
LN102956,25,Female,Single,Post Graduate,Business Owner,81100.0,534.0,2,41700.0,60,Debt Consolidation,East,2023-05-15,Rejected,
LN100173,53,Male,Divorced,Not Graduate,Salaried,46400.0,681.0,4,7300.0,36,Home Improvement,South,2024-05-18,Rejected,
LN100141,30,Male,Single,Graduate,Salaried,77900.0,626.0,1,30600.0,48,Business,North,2023-08-15,Approved,0
LN100204,41,Female,Single,Graduate,Salaried,52700.0,690.0,2,13400.0,48,Business,South,2024-12-15,Approved,1
LN102156,40,Male,Single,Graduate,Salaried,53200.0,629.0,3,31400.0,12,Auto,North,2023-02-23,Rejected,
LN102196,34,Female,Married,Graduate,Salaried,84400.0,536.0,4,22300.0,12,Education,West,2024-09-22,Rejected,
LN102963,24,Female,Single,Not Graduate,Business Owner,12000.0,510.0,2,3900.0,60,Medical,North,2024-07-17,Rejected,
LN102920,35,Male,Single,Not Graduate,Self-Employed,69700.0,633.0,4,12900.0,36,Education,South,2024-07-03,Approved,1
LN100863,55,Female,Single,Not Graduate,Business Owner,44900.0,529.0,0,23000.0,48,Auto,East,2023-07-16,Rejected,
LN101068,36,Female,Single,Not Graduate,Salaried,19400.0,803.0,1,8800.0,36,Debt Consolidation,West,2023-04-05,Rejected,
LN101686,40,Female,Single,Post Graduate,Salaried,61300.0,599.0,2,18900.0,48,Home Improvement,Central,2023-03-08,Rejected,
LN101821,55,Male,Single,Post Graduate,Self-Employed,68400.0,591.0,0,42600.0,36,Personal,Central,2024-08-10,Approved,0
LN100681,27,Male,Single,Not Graduate,Business Owner,91900.0,542.0,4,32900.0,36,Debt Consolidation,South,2023-05-14,Rejected,
LN102202,22,Male,Married,Graduate,Salaried,111800.0,595.0,4,56400.0,48,Personal,North,2023-12-25,Rejected,
LN103138,42,Male,Single,Graduate,Salaried,17500.0,732.0,4,9100.0,24,Business,South,2024-03-05,Rejected,
LN102321,22,Male,Single,Not Graduate,Business Owner,50300.0,750.0,0,8800.0,36,Business,Central,2024-03-07,Rejected,
LN100845,21,Female,Single,Not Graduate,Business Owner,32600.0,580.0,0,10700.0,48,Medical,West,2024-08-10,Rejected,
LN102902,59,Female,Married,Graduate,Business Owner,43400.0,671.0,1,15400.0,36,Business,East,2024-05-18,Rejected,
LN101832,47,Female,Divorced,Not Graduate,Salaried,59200.0,629.0,0,20700.0,36,Education,South,2024-07-14,Rejected,
LN101674,53,Female,Single,Graduate,Salaried,53700.0,631.0,2,21600.0,36,Debt Consolidation,South,2023-10-03,Rejected,
LN100939,43,Female,Married,Post Graduate,Business Owner,86100.0,560.0,0,44300.0,12,Debt Consolidation,South,2024-02-03,Rejected,
LN101965,54,Female,Married,Graduate,Salaried,52400.0,715.0,2,9100.0,36,Medical,South,2024-02-09,Approved,0
LN100789,21,Male,Married,Post Graduate,Self-Employed,37700.0,695.0,1,21500.0,60,Auto,East,2023-11-29,Rejected,
LN101054,24,Female,Married,Post Graduate,Salaried,91900.0,642.0,2,43700.0,12,Medical,South,2023-01-28,Rejected,
LN101602,58,Female,Single,Not Graduate,Salaried,58000.0,731.0,2,22600.0,48,Business,East,2024-12-17,Approved,0
LN101723,53,Female,Single,Graduate,Salaried,44300.0,629.0,1,10200.0,36,Medical,East,2023-01-05,Rejected,
LN101170,49,Male,Married,Graduate,Business Owner,31700.0,649.0,0,7600.0,60,Debt Consolidation,East,2024-11-02,Rejected,
LN103088,31,Male,Married,Post Graduate,Salaried,96800.0,488.0,1,35400.0,48,Medical,North,2023-08-01,Rejected,
LN102401,46,Male,Single,Graduate,Salaried,54700.0,634.0,3,35300.0,24,Home Improvement,Central,2023-11-22,Approved,0
LN100268,48,Female,Single,Not Graduate,Business Owner,70600.0,725.0,3,34500.0,24,Business,North,2024-01-30,Approved,0
LN100903,60,Female,Married,Graduate,Salaried,86100.0,758.0,1,29500.0,36,Debt Consolidation,South,2024-12-10,Approved,0
LN101153,61,Male,Single,Post Graduate,Salaried,94400.0,577.0,0,35700.0,12,Business,East,2023-11-07,Rejected,
LN101096,58,Female,Single,Graduate,Salaried,71000.0,629.0,2,30700.0,48,Auto,North,2023-08-29,Rejected,
LN100511,54,Female,Single,Not Graduate,Salaried,53500.0,714.0,0,17600.0,12,Auto,West,2024-12-02,Approved,0
LN102502,54,Female,Divorced,Graduate,Salaried,74900.0,666.0,2,15500.0,36,Auto,North,2023-10-23,Rejected,
LN101793,33,Male,Married,Graduate,Salaried,34700.0,681.0,0,22300.0,84,Home Improvement,West,2024-04-21,Approved,0
LN101337,34,Male,Single,Not Graduate,Self-Employed,77100.0,695.0,3,23400.0,24,Business,South,2024-11-16,Rejected,
LN100100,58,Female,Married,Graduate,Self-Employed,20700.0,571.0,0,6400.0,36,Medical,North,2024-05-10,Rejected,
LN100012,54,Female,Married,Not Graduate,Salaried,81200.0,677.0,1,29800.0,48,Business,East,2023-02-24,Approved,0
LN100644,55,Male,Widowed,Graduate,Self-Employed,64300.0,699.0,2,18300.0,36,Education,North,2023-09-19,Approved,1
LN101957,44,Female,Divorced,Graduate,Self-Employed,28400.0,764.0,4,5700.0,84,Education,East,2023-08-27,Approved,0
LN100778,33,Male,Divorced,Post Graduate,Salaried,69800.0,749.0,4,21500.0,48,Auto,North,2023-11-28,Approved,0
LN102415,42,Female,Single,Post Graduate,Salaried,102700.0,738.0,1,47500.0,36,Home Improvement,Central,2023-02-05,Rejected,
LN103063,26,Male,Married,Graduate,Salaried,69900.0,738.0,0,39900.0,60,Debt Consolidation,East,2024-03-10,Rejected,
LN102924,40,Female,Divorced,Graduate,Salaried,62300.0,848.0,3,10800.0,24,Medical,South,2024-01-18,Approved,0
LN103181,29,Female,Divorced,Graduate,Self-Employed,92500.0,555.0,1,14200.0,48,Auto,North,2024-04-18,Rejected,
LN101086,57,Male,Single,Graduate,Self-Employed,41300.0,597.0,0,26000.0,36,Debt Consolidation,North,2024-10-01,Rejected,
LN101485,59,Male,Married,Graduate,Self-Employed,34400.0,655.0,4,16000.0,36,Debt Consolidation,West,2023-05-05,Rejected,
LN101151,43,Female,Married,Graduate,Self-Employed,21000.0,632.0,4,5100.0,24,Debt Consolidation,West,2024-09-13,Rejected,
LN101165,25,Female,Single,Graduate,Business Owner,51100.0,723.0,0,28800.0,36,Debt Consolidation,South,2024-01-11,Approved,0
LN100117,27,Female,Married,Graduate,Salaried,94500.0,676.0,2,36100.0,24,Home Improvement,North,2024-02-27,Approved,1
LN103101,26,Female,Married,Graduate,Self-Employed,68000.0,647.0,1,13300.0,36,Home Improvement,East,2024-08-26,Rejected,
LN102395,50,Male,Widowed,Graduate,Self-Employed,80500.0,684.0,1,12500.0,24,Debt Consolidation,East,2024-04-08,Approved,0
LN101632,25,Female,Single,Graduate,Salaried,41100.0,672.0,4,16600.0,36,Education,South,2023-04-01,Rejected,
LN100490,62,Male,Single,Graduate,Salaried,58300.0,562.0,2,30200.0,36,Education,North,2024-03-29,Rejected,
LN102328,22,Male,Divorced,Graduate,Salaried,61400.0,598.0,3,9500.0,24,Business,Central,2023-06-10,Approved,0
LN101236,21,Female,Divorced,Graduate,Salaried,89500.0,641.0,2,32300.0,48,Personal,Central,2024-02-21,Rejected,
LN102103,26,Female,Single,Post Graduate,Business Owner,42900.0,655.0,0,24300.0,60,Debt Consolidation,South,2023-10-12,Rejected,
LN102656,23,Male,Married,Not Graduate,Business Owner,70900.0,690.0,4,11800.0,60,Home Improvement,North,2024-09-21,Approved,0
LN101062,27,Male,Married,Graduate,Self-Employed,66700.0,542.0,4,32800.0,48,Business,North,2024-05-19,Rejected,
